Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,Media
13696934965,"Feb 22, 2025, 3:25:03 PM",Lunch Run,Run,,2204,6.04,,,false,,,activities/13696934965.gpx,,,2204.0,2129.0,6047.9,8.7,2.841,8.7,8.7,0.5,4.6,6.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,6060.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.744,656.1,,,,5536.0,,,,,2.846,,,,,,,,""
13750728628,"Feb 28, 2025, 2:20:04 PM",Sisters run 💕,Run,,1698,4.83,,,false,,,activities/13750728628.gpx,,,1698.0,1685.0,4833.5,4.46,2.869,23.6,23.6,0.7,24.9,5.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,4864.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.847,86.7,,,,4592.0,,,,,2.887,,,,,,,,""
13814717283,"Mar 7, 2025, 2:32:11 PM",Morning Run,Run,,1673,5.01,,,false,,,activities/13814717283.gpx,,,1673.0,1664.0,5013.2,6.13,3.013,26.3,26.3,0.7,24.9,5.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,5045.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.997,0.0,,,,4528.0,,,,,3.032,,,,,,,,""
13870431298,"Mar 13, 2025, 11:58:36 AM",Indigo Walk,Run,"",2592,2.93,,,false,,,activities/13870431298.gpx,,,2592.0,2565.0,2929.9,2.2,1.142,14.3,14.3,185.8,192.0,14.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,2951.3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.13,0.0,,,,4056.0,,,,,1.151,,,,,,,,""
13945114071,"Mar 21, 2025, 1:14:54 PM",Morning Run,Run,"",1828,5.00,,,false,,,activities/13945114071.gpx,,,1828.0,1825.0,5003.7,4.72,2.742,26.2,26.2,0.7,24.9,5.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,5036.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.737,0.0,,,,4884.0,,,,,2.76,,,,,,,,""
14011357174,"Mar 28, 2025, 1:49:46 PM",Thank you for nothing windy day,Run,"Also, to the man biking up the causeway next to me for 7 minutes, I feel you 😭",1957,5.00,,,false,,,activities/14011357174.gpx,,,1957.0,1943.0,5004.5,6.783,2.576,26.2,26.4,-0.4,24.9,6.5,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,5045.2,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.557,14.8,,,,5112.0,,,,,2.597,,,,,,,,""
14078038339,"Apr 4, 2025, 1:29:13 PM",Mary Poppins got nothing on me,Run,Because one Causeway wasn’t enough,2397,6.00,,,false,,,activities/14078038339.gpx,,,2397.0,2328.0,6004.0,5.68,2.579,32.3,28.1,0.7,24.9,5.6,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,6044.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.505,0.0,,,,6118.0,,,,,2.597,,,,,,,,""
14145238779,"Apr 11, 2025, 11:30:03 AM",Morning Run,Run,"",2523,7.00,,,false,,,activities/14145238779.gpx,,,2523.0,2480.0,7002.6,5.6,2.824,33.6,33.6,0.3,24.6,5.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,7039.2,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.776,0.0,,,,6520.0,,,,,2.838,,,,,,,,""
14213603358,"Apr 18, 2025, 1:28:13 PM",Morning Run,Run,"April, your 9:30am Miami is wildly hot. See you at 7:30am next time😭",3092,8.00,,,false,,,activities/14213603358.gpx,,,3092.0,3074.0,8001.6,4.8,2.603,28.3,29.3,0.1,24.6,6.1,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,8038.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.588,1377.1,,,,7752.0,,,,,2.615,,,,,,,,""
14213794619,"Apr 18, 2025, 2:21:09 PM",Morning Walk,Walk,"",1075,1.62,,,false,,,activities/14213794619.gpx,,,1075.0,1009.0,1621.4,3.56,1.607,5.3,5.3,0.3,5.6,2.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.508,262.7,,,,1926.0,,,,,,,,,,,,,""
14282162417,"Apr 25, 2025, 1:38:05 PM",Morning Run,Run,"",1778,5.00,,,false,,,activities/14282162417.gpx,,,1778.0,1772.0,5007.4,5.8,2.826,27.3,23.9,0.6,24.6,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,5042.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.816,0.0,,,,4740.0,,,,,,,,,,,,,""
14354455404,"May 2, 2025, 12:31:39 PM",Morning Run,Run,My 28 year old ass getting kicked by a ~55 year old lady. It just goes to show that age and pace are just numbers when it comes to experience and technique.,4150,10.00,,,false,,,activities/14354455404.gpx,,,4150.0,3703.0,10008.3,4.6,2.703,28.3,29.4,0.1,24.6,5.2,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,10049.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.412,3078.6,,,,9338.0,,,,,2.714,,,,,,,,""
14404456386,"May 7, 2025, 11:37:19 AM",Morning Run,Run,"",1821,5.00,,,false,,,activities/14404456386.gpx,,,1821.0,1794.0,5006.9,3.84,2.791,27.3,27.3,0.6,24.6,5.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,5043.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.75,0.0,,,,4858.0,,,,,2.811,,,,,,,,""
14425433764,"May 9, 2025, 12:11:45 PM",Morning Run,Run,"",3909,10.00,,,false,,,activities/14425433764.gpx,,,3909.0,3768.0,10000.0,5.92,2.654,28.3,28.3,0.1,24.6,5.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,10036.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.558,2652.2,,,,9646.0,,,,,2.664,,,,,,,,""
14425569694,"May 9, 2025, 1:19:43 PM",Morning Walk,Walk,"",811,1.04,,,false,,,activities/14425569694.gpx,,,811.0,769.0,1042.7,2.567,1.356,4.5,4.5,1.0,5.8,2.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.286,781.8,,,,1394.0,,,,,,,,,,,,,""
14477282941,"May 14, 2025, 11:54:52 AM",Morning Walk,Run,"",1779,5.00,,,false,,,activities/14477282941.gpx,,,1779.0,1755.0,5006.8,5.8,2.853,27.3,26.1,0.6,24.6,5.4,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,5041.2,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.814,0.0,,,,4808.0,,,,,,,,,,,,,""
14497895115,"May 16, 2025, 11:25:51 AM",Early early morning run,Run,Lento pero seguro,3942,10.01,,,false,,,activities/14497895115.gpx,,,3942.0,3915.0,10009.1,6.8,2.557,28.3,29.3,0.1,24.6,5.8,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,10048.3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.539,1468.3,,,,9976.0,,,,,,,,,,,,,""
14498109833,"May 16, 2025, 12:32:25 PM",Morning Walk,Walk,"",1519,1.65,,,false,,,activities/14498109833.gpx,,,1519.0,1190.0,1657.6,4.233,1.393,5.5,5.5,0.3,5.8,3.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.091,1392.8,,,,2030.0,,,,,,,,,,,,,""
14549846377,"May 21, 2025, 11:48:55 AM",HOT HOT Morning  Run,Run,"",1853,5.00,,,false,,,activities/14549846377.gpx,,,1853.0,1830.0,5001.1,5.24,2.733,27.4,23.9,0.6,24.6,5.3,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,5036.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.699,0.0,,,,4958.0,,,,,,,,,,,,,""
14569689772,"May 23, 2025, 11:38:09 AM",Sweaty Run,Run,Apologies to the lizard that almost got stepped on,3776,10.00,,,false,,,activities/14569689772.gpx,,,3776.0,3765.0,10001.0,9.93,2.656,28.3,29.4,0.1,24.6,5.3,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,10040.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.649,914.3,,,,9794.0,,,,,2.667,,,,,,,,""
14693400849,"Jun 4, 2025, 12:02:42 PM",Rainy Run,Run,"",1923,5.00,,,false,,,activities/14693400849.gpx,,,1923.0,1918.0,5002.8,9.14,2.608,27.4,23.9,0.6,24.6,6.1,0.1,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,5041.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.602,0.0,,,,5150.0,,,,,2.629,,,,,,,,media/149B525B-072B-4CA1-9E5E-B15AB3840016.jpg|media/977CB291-6E6C-4A1E-891D-F3504BCD7FD3.jpg
14713663654,"Jun 6, 2025, 11:39:21 AM",Morning Run,Run,Lento pero seguro.,4432,11.00,,,false,,,activities/14713663654.gpx,,,4432.0,4340.0,11003.2,12.76,2.535,30.9,29.4,0.1,24.6,5.2,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,11047.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.483,2152.4,,,,11478.0,,,,,2.546,,,,,,,,""
14764993328,"Jun 11, 2025, 11:34:30 AM",Morning Run,Run,"",1888,5.00,,,false,,,activities/14764993328.gpx,,,1888.0,1871.0,5006.8,5.82,2.676,27.3,23.9,0.6,24.6,5.5,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,1.0,5042.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.652,0.0,,,,5156.0,,,,,2.695,,,,,,,,""
14786215771,"Jun 13, 2025, 11:25:34 AM",Crabby run,Run,"",4442,11.02,,,false,,,activities/14786215771.gpx,,,4442.0,4267.0,11019.5,8.96,2.582,28.3,29.4,0.1,24.6,5.3,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,0.0,,1.0,11059.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.481,1807.4,,,,11610.0,,,,,2.592,,,,,,,,media/F8ECED04-2CCE-4B47-A281-206D8103982A.mp4
14786394624,"Jun 13, 2025, 12:40:32 PM",Morning Walk,Walk,"",1232,1.35,,,false,,,activities/14786394624.gpx,,,1232.0,982.0,1357.4,3.0,1.382,5.3,4.6,0.5,5.8,2.5,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.102,1119.9,,,,1654.0,,,,,,,,,,,,,""
14910788040,"Jun 25, 2025, 11:35:19 AM",Morning run,Run,Hot hot hot 😭,1818,5.00,,,false,,,activities/14910788040.gpx,,,1818.0,1776.0,5002.8,6.1,2.817,27.3,23.9,0.6,24.6,5.1,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,5038.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.752,0.0,,,,4866.0,,,,,,,,,,,,,""
14931503379,"Jun 27, 2025, 11:02:40 AM",Beautiful Early Morning 60% Humidity Run,Run,The one where I ran longer to get to James faster,4860,12.22,,,false,,,activities/14931503379.gpx,,,4860.0,4688.0,12228.1,5.54,2.608,33.9,34.0,0.1,24.6,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,12272.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.516,2813.0,,,,12318.0,,,,,,,,,,,,,""
14982970601,"Jul 2, 2025, 11:05:40 AM",Morning Run,Run,"New route. Got lost of course. Also, pretty sure I saw Mia Thermopolis’ limo!",3313,7.80,,,false,,,activities/14982970601.gpx,,,3313.0,3267.0,7800.4,4.96,2.388,2.1,2.1,2.5,4.7,4.4,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,7806.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.354,0.0,,,,8094.0,,,,,2.389,,,,,,,,""
15004196046,"Jul 4, 2025, 11:16:35 AM",Morning Run,Run,"",6044,14.43,,,false,,,activities/15004196046.gpx,,,6044.0,5941.0,14431.6,9.2,2.429,30.5,30.5,1.2,23.9,6.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,14472.3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.388,0.0,,,,14328.0,,,,,2.436,,,,,,,,""
15034096614,"Jul 7, 2025, 11:13:40 AM",Morning Run,Run,Can it get any more humid than this?,2555,6.88,,,false,,,activities/15034096614.gpx,,,2555.0,2359.0,6888.6,17.967,2.92,5.1,2.6,1.9,4.9,8.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,6898.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.696,0.0,,,,6518.0,,,,,2.924,,,,,,,,""
15056200597,"Jul 9, 2025, 11:12:58 AM",Morning Run 2,Run,Beautiful 90° morning run with 83% humidity.,2649,6.95,,,false,,,activities/15056200597.gpx,,,2649.0,2512.0,6956.8,6.02,2.769,2.1,2.1,2.5,4.7,3.3,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,6963.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.626,0.0,,,,6744.0,,,,,,,,,,,,,""
15078838403,"Jul 11, 2025, 11:17:20 AM",Long Run 1,Run,Ask me about the risks of running in Miami mid July without a refueling plan (feels like 97F🫠). Just know I hit every hydration station along the path - even the ones I hallucinated.,6732,16.41,,,false,,,activities/15078838403.gpx,,,6732.0,6263.0,16414.9,9.06,2.621,34.1,31.5,1.0,24.3,5.4,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,16456.2,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.438,0.0,,,,16562.0,,,,,2.628,,,,,,,,""
15109868011,"Jul 14, 2025, 11:19:52 AM",Morning Run,Run,Accepting that Garmin won’t be my hype friend,2446,6.23,197.0,113,false,,,activities/16133610084.fit.gz,,,2446.0,2240.0,6230.5,3.88,2.781,7.0,6.0,2.0,6.6,5.5,0.0,,,88.0,83.0,197.0,177.0,,251.0,418.0,,,113.0,558889.0,,,,,4.0,,,241.0,2447.0,0.0,24.0,0.0,,1.0,6253.2,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.547,0.0,,,,6142.0,,,326.0,219.0,2.792,,,,,,,,""
15132488279,"Jul 16, 2025, 11:05:07 AM",Morning Run,Run,"Complained about Miami’s heat and humidity, so it gave me a thunderstorm and lightning instead.",3099,8.07,196.0,177,false,,,activities/16158292903.fit.gz,,,3099.0,2973.0,8070.3,4.12,2.715,12.0,12.0,0.8,7.0,5.8,0.0,,,89.0,83.0,196.0,184.0,,251.0,555.0,,,177.0,739219.0,,,,,,,,247.0,3100.0,0.0,,0.0,,1.0,8098.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.604,0.0,,,,8146.0,,,435.0,225.0,2.724,,,,,,,,""
15166802315,"Jul 19, 2025, 12:18:01 PM",Long Run 2,Run,"",3928,10.30,196.0,238,false,,,activities/16195899277.fit.gz,,,3928.0,3905.0,10299.0,3.68,2.637,69.0,57.0,319.0,349.8,10.3,0.1,,,88.0,82.0,196.0,184.0,,244.0,700.0,,,238.0,946917.0,,,,,,,,245.0,3929.0,,,0.0,,1.0,10453.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.622,3711.4,,,,10634.0,0.0,,542.0,223.0,2.677,,,0.0,,,,,""
15197070117,"Jul 22, 2025, 11:24:59 AM",Morning Run,Run,,2310,6.14,194.0,114,false,,,activities/16229130925.fit.gz,,,2310.0,2170.0,6147.0,4.0,2.833,7.0,6.0,2.0,6.2,5.9,0.0,,,94.0,77.0,194.0,178.0,,250.0,406.0,,,114.0,539114.0,,,,,,,,246.0,2311.0,,,0.0,,1.0,6168.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.661,0.0,,,,6136.0,0.0,,321.0,224.0,2.842,,,,,,,,""
15209035245,"Jul 23, 2025, 11:24:09 AM",Morning Run,Run,Nutella fueled,3231,8.05,194.0,168,false,,,activities/16241905503.fit.gz,,,3231.0,2964.0,8054.1,3.9,2.717,7.0,6.0,0.0,4.8,5.7,0.0,,,88.0,82.0,194.0,182.0,,247.0,531.0,,30.0,168.0,726351.0,,,,,,,,239.0,3228.0,,,0.0,,1.0,8076.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.493,0.0,,,,8148.0,0.0,,422.0,217.0,2.725,,,,,,,,""
15231472300,"Jul 25, 2025, 11:11:00 AM",Long Run 3,Run,I cried,7477,16.09,194.0,312,false,,,activities/16265897692.fit.gz,,,7477.0,6329.0,16096.8,3.74,2.543,41.0,44.0,-1.6,26.2,12.4,0.0,,,93.0,78.0,194.0,178.0,,239.0,1073.0,,32.0,312.0,1471497.0,,,,,,,,224.0,7472.0,,,0.0,,1.0,16243.6,,,,,,,,,,,,,,,,,,,,,,,,,,,2.153,0.0,,,,16874.0,0.0,,862.0,204.0,2.567,,,,,,,,""
15262677962,"Jul 28, 2025, 11:33:22 AM",Morning Run,Run,Challenge of the day: getting out of bed,2627,6.09,189.0,87,false,,,activities/16299362859.fit.gz,,,2627.0,2148.0,6096.3,3.82,2.838,5.0,4.0,1.8,7.4,5.7,0.0,,,88.0,81.0,189.0,171.0,,259.0,372.0,,31.0,87.0,544592.0,,,,,,,,241.0,2629.0,,,0.0,,1.0,6117.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2.321,0.0,,,,5876.0,0.0,,350.0,219.0,2.848,,,,,,,,""
15273781570,"Jul 29, 2025, 11:22:29 AM",Easy 4,Run,"",2697,6.43,184.0,88,false,,,activities/16311203071.fit.gz,,,2697.0,2443.0,6436.4,3.42,2.635,9.0,7.0,3.0,5.8,5.5,0.0,,,102.0,81.0,184.0,169.0,,239.0,416.0,,32.0,88.0,575821.0,,,,,,,,228.0,2698.0,,,0.0,,1.0,6458.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2.387,0.0,,,,6698.0,0.0,,321.0,207.0,2.644,,,,,,,,""
15285693990,"Jul 30, 2025, 11:24:31 AM",Morning Run,Run,Comfortable pace.,3309,8.08,194.0,142,false,,,activities/16323905742.fit.gz,,,3309.0,2919.0,8085.9,4.2,2.77,6.0,6.0,1.2,5.2,5.7,0.0,,,87.0,81.0,194.0,177.0,,255.0,523.0,,31.0,142.0,730276.0,,,,,,,,238.0,3311.0,,,0.0,,1.0,8110.3,,,,,,,,,,,,,,,,,,,,,,,,,,,2.444,0.0,,,,8022.0,0.0,,429.0,216.0,2.778,,,,,,,,""
15297696863,"Jul 31, 2025, 12:54:32 PM",HIIT Leg Workout,Workout,"",2010,0,175.0,19,false,,,activities/16336692766.fit.gz,,,2010.0,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,175.0,137.0,,,246.0,,,19.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,0.0,,,,,,""
15308110353,"Aug 1, 2025, 10:52:28 AM",Long Run 4,Run,Legs left the chat.,7498,16.30,193.0,274,false,,,activities/16347829557.fit.gz,,,7498.0,6581.0,16308.4,3.6,2.478,39.0,36.0,0.6,27.6,8.5,0.0,,,87.0,82.0,193.0,173.0,,227.0,1069.0,,32.0,274.0,1463892.0,,,,,,,,216.0,7499.0,,,0.0,,1.0,16394.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2.175,0.0,,,,17666.0,0.0,,801.0,196.0,2.491,,,,,,,,""
15340167684,"Aug 4, 2025, 11:32:01 AM",Morning Run,Run,,1911,4.96,187.0,80,false,,,activities/16382251581.fit.gz,,,1911.0,1759.0,4961.4,4.06,2.821,7.0,6.0,1.6,5.4,5.4,0.0,,,92.0,84.0,187.0,175.0,,251.0,312.0,,31.0,80.0,434126.0,,,,,,,,246.0,1912.0,,,0.0,,1.0,4974.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2.596,0.0,,,,4840.0,0.0,,266.0,224.0,2.828,,,,,,,,""
15351657672,"Aug 5, 2025, 11:19:25 AM",Morning Run,Run,,2495,6.44,190.0,106,false,,,activities/16394528917.fit.gz,,,2495.0,2340.0,6441.9,3.72,2.753,5.0,4.0,3.2,8.6,5.0,0.0,,,89.0,83.0,190.0,175.0,,247.0,416.0,,31.0,106.0,574127.0,,,,,,,,238.0,2496.0,,,0.0,,1.0,6466.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.582,0.0,,,,6462.0,0.0,,324.0,216.0,2.763,,,,,,,,""
15364073763,"Aug 6, 2025, 11:20:52 AM",Morning Run,Run,,3306,8.04,192.0,114,false,,,activities/16407738299.fit.gz,,,3306.0,2889.0,8046.3,3.8,2.785,5.4,5.0,1.4,4.4,40.0,0.0,,,93.0,84.0,192.0,170.0,,243.0,584.0,,30.0,114.0,735398.0,,,,,,,,235.0,3307.0,,,0.0,,1.0,8073.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.434,0.0,,,,8776.0,0.0,,442.0,209.0,2.663,,,,,,,,""
15376650514,"Aug 7, 2025, 12:58:07 PM",Morning Yoga,Yoga,,2087,0,148.0,5,false,,,activities/16421145343.fit.gz,,,2087.0,2087.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,148.0,106.0,,,136.0,,,5.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,0.0,,,,,,""
15387422668,"Aug 8, 2025, 10:58:03 AM",Long run 5,Run,"Presumptuous of me to, unknowingly I might add, run 9 miles under a thunderstorm.",6176,14.52,188.0,229,false,,,activities/16432637555.fit.gz,,,6176.0,5451.0,14521.3,4.08,2.664,60.0,60.0,-2.4,16.2,47.1,0.0,,,106.0,83.0,188.0,172.0,,237.0,994.0,,26.0,229.0,1284353.0,,,,,,,,232.0,6177.0,,,0.0,,1.0,14946.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.351,0.0,,,,14930.0,0.0,,763.0,211.0,2.742,,,,,,,,media/29AB7069-1F29-4279-A736-687250E9012C.jpg
15420259108,"Aug 11, 2025, 11:32:00 AM",Morning Run,Run,,1838,4.84,187.0,77,false,,,activities/16467805982.fit.gz,,,1838.0,1653.0,4842.4,4.02,2.929,3.0,3.0,1.6,4.4,9.5,0.0,,,120.0,85.0,187.0,175.0,,260.0,300.0,,31.0,77.0,425553.0,,,,,,,,247.0,1836.0,,,0.0,,1.0,4854.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2.635,0.0,,,,4708.0,0.0,,257.0,225.0,2.937,,,,,,,,""
15432067115,"Aug 12, 2025, 11:23:09 AM",Morning Run,Run,,2740,6.60,189.0,94,false,,,activities/16480390532.fit.gz,,,2740.0,2373.0,6608.2,3.92,2.785,8.0,9.0,2.0,6.4,6.2,0.0,,,115.0,85.0,189.0,171.0,,253.0,420.0,,31.0,94.0,593455.0,,,,,,,,238.0,2742.0,,,0.0,,1.0,6632.6,,,,,,,,,,,,,,,,,,,,,,,,,,,2.412,0.0,,,,6762.0,0.0,,355.0,216.0,2.795,,,,,,,,""
15444793437,"Aug 13, 2025, 11:37:45 AM",Morning Run,Run,5mi 48mins,2948,6.76,191.0,113,false,,,activities/16493973601.fit.gz,,,2948.0,2480.0,6764.8,3.7,2.728,5.0,6.0,2.4,6.4,7.1,0.0,,,88.0,80.0,191.0,175.0,,159.0,436.0,,31.0,113.0,388089.0,,,,,,,,187.0,2949.0,,,0.0,,1.0,6781.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.295,0.0,,,,6770.0,0.0,,236.0,170.0,2.734,,,,,,,,""
15456218653,"Aug 14, 2025, 12:58:15 PM",Morning Yoga,Yoga,,774,0,107.0,1,false,,,activities/16506171521.fit.gz,,,774.0,774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,107.0,75.0,,,22.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,0.0,,,,,,""
15467330246,"Aug 15, 2025, 11:08:54 AM",Long Run 6,Run,"Would have been a personal dnf but right before I started hallucinating, James appeared in the distance, running towards me with a cold water bottle filled with extra electrolytes. Have you heard a choir of angels singing from the sky? Running wouldn’t be the same without him.",6686,14.50,189.0,245,false,,,activities/16518031898.fit.gz,,,6686.0,5783.0,14506.8,3.56,2.509,42.0,47.0,0.4,26.8,9.0,0.0,,,88.0,83.0,189.0,174.0,,232.0,952.0,,32.0,245.0,1300384.0,,,,,,,,223.0,6659.0,,,0.0,,1.0,14594.5,1755255552.0,1.0,27.1,28.6,24.8,0.87,1017.6,1.7,2.1,23.0,0.0,1755255296.0,1755302144.0,0.625,,,0.0,1.0,0.1,19599.0,0.0,,,,,,2.17,726.8,,,,15520.0,0.0,,761.0,203.0,2.524,,,,,,,,""
15500015803,"Aug 18, 2025, 11:43:35 AM",Morning Run,Run,,2750,6.46,190.0,100,false,,,activities/16553102657.fit.gz,,,2750.0,2404.0,6468.6,4.0,2.691,6.0,6.0,1.8,5.8,5.7,0.0,,,93.0,84.0,190.0,172.0,,240.0,421.0,,31.0,100.0,566201.0,,,,,,,,230.0,2752.0,,,0.0,,1.0,6489.6,1755514752.0,1.0,26.7,28.1,24.0,0.85,1011.6,1.6,2.4,6.0,0.0,1755514496.0,1755561216.0,0.875,,,0.28,5.0,0.25,17824.0,0.0,,,,,,2.352,0.0,,,,6570.0,0.0,,334.0,209.0,2.7,,,,,,,,""
